Miasto,Nazwa,Długość (km),Trudność,Typ terenu,Kategoria,Indeks komfortu,Wynik ważony,Szacowany czas
Gdańsk,Potok Jaśkowy,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Potok Królewski,2.9,1/3,riverside,RODZINNA,96.4/100,68.7/100,43min
Gdańsk,Nowy Ratusz,2.8,1/3,mixed,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Bastion Wyskok,2.8,1/3,historical,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Skwer im. Ireny Jarockiej,2.8,1/3,mixed,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Potok Zajączkowski,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Strzyża,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Kanał Raduni,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Potok Czystej Wody,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Potok Jaśkowy,2.8,1/3,riverside,RODZINNA,96.4/100,68.4/100,42min
Gdańsk,Nowy Port,2.7,1/3,historical,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Brama Nizinna,2.7,1/3,historical,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Plac Dariusza Kobzdeja,2.7,1/3,mixed,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Strzelniczka,2.7,1/3,riverside,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Rezerwat Wąwóz Huzarów,2.7,1/3,mixed,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Potok Oliwski,2.7,1/3,riverside,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Skwer przy ul. Drzymały,2.7,1/3,mixed,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Potok Siedlicki,2.7,1/3,riverside,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Źródliska w Dolinie Ewy,2.7,1/3,mixed,RODZINNA,96.4/100,68.1/100,40min
Gdańsk,Skwer im. Anny Walentynowicz,2.6,1/3,mixed,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Potok Maćkowy,2.6,1/3,riverside,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Baszta Mała Stągiewna,2.6,1/3,historical,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Potok Strzyża,2.6,1/3,riverside,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,"Silnik główny ze statku m.s. ""Romuald Traugutt""",2.6,1/3,mixed,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Strzyża,2.6,1/3,riverside,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Potok Rynarzewski,2.6,1/3,riverside,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Most Rogoźników,2.6,1/3,historical,RODZINNA,96.4/100,67.8/100,39min
Gdańsk,Park im. Daniela Gralatha,2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Ratusz Starego Miasta,2.5,1/3,historical,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Kiełpińska Struga,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Dawne Schody Hańby,2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Strzyża,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Potok Oliwski,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Potok Oruński,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Potok Prochowy,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,"Park linowy ""Małpi Jar""",2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Baszta Narożna,2.5,1/3,historical,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Skwer Bohaterskiego Mariupola,2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Potok Jaśkowy,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Park przy osiedlu Biotura,2.5,1/3,mixed,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Kanał Młynówka,2.5,1/3,riverside,RODZINNA,96.4/100,67.5/100,37min
Gdańsk,Bastion Wilk,2.4,1/3,historical,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Bazylika Archikatedralna Trójcy Świętej,2.4,1/3,historical,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Smęgorzyński,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Strzelniczka,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Oliwski,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Pole Gwiazd,2.4,1/3,historical,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Oruński,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Jaśkowy,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Roslinność stepowa,2.4,1/3,mixed,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Wysokie Skrzydło Kurkowe,2.4,1/3,historical,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Kanał Młynówka,2.4,1/3,riverside,RODZINNA,96.4/100,67.2/100,36min
Gdańsk,Potok Oliwski,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Kanał Raduni,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Bastion św. Gertrudy,2.3,1/3,historical,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Potok Maćkowy,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Fontanna Neptuna,2.3,1/3,historical,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Magazyn Amunicyjny,2.3,1/3,historical,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Potok Jaśkowy,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Luneta Cafarellego,2.3,1/3,historical,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Potok Zajączkowski,2.3,1/3,riverside,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,"Park ""Belgradzka""",2.3,1/3,mixed,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Szlak Ósmego Widoku,2.3,1/3,mixed,RODZINNA,96.4/100,66.9/100,34min
Gdańsk,Dworzec PKP Gdańsk Główny,2.2,1/3,historical,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Potok Oliwski,2.2,1/3,riverside,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Kaplica Królewska,2.2,1/3,historical,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Potok Bernarda,2.2,1/3,riverside,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Potok Królewski,2.2,1/3,riverside,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,"Zbiornik Wody ""Kazimierz""",2.2,1/3,mixed,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Prochownia pod Kasztanami,2.2,1/3,mixed,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Potok Oruński,2.2,1/3,riverside,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Alpinarium,2.2,1/3,mixed,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Strzyża,2.2,1/3,riverside,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Potok Czystej Wody,2.2,1/3,riverside,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Roślinność wysokogórska,2.2,1/3,mixed,RODZINNA,96.4/100,66.6/100,33min
Gdańsk,Twierdza Wisłoujście,2.1,1/3,mixed,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Kanał Rudnicki,2.1,1/3,riverside,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Strzyża,2.1,1/3,riverside,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Potok Królewski,2.1,1/3,riverside,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Potok Rynarzewski,2.1,1/3,riverside,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Kalwaria,2.1,1/3,mixed,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Potok Jaśkowy,2.1,1/3,riverside,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Bastion Zbawiciel,2.1,1/3,historical,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Rozwójka,2.1,1/3,riverside,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Łącznik fioletowy TPK,2.1,1/3,mixed,RODZINNA,96.4/100,66.3/100,31min
Gdańsk,Strzyża,2.0,1/3,riverside,RODZINNA,96.4/100,66.0/100,30min
Gdańsk,Potok Oruński,2.0,1/3,riverside,RODZINNA,96.4/100,66.0/100,30min
Gdańsk,Potok Oliwski,2.0,1/3,riverside,RODZINNA,96.4/100,66.0/100,30min
Gdańsk,Potok Jaśkowy,2.0,1/3,riverside,RODZINNA,96.4/100,66.0/100,30min
Gdańsk,Hauward - plac szkoleniowy dla psów,2.0,1/3,mixed,RODZINNA,96.4/100,66.0/100,30min
Gdańsk,Warzywód,2.0,1/3,riverside,RODZINNA,96.4/100,66.0/100,30min
Gdańsk,Nabrzeże Zbożowe,2.0,1/3,mixed,RODZINNA,96.4/100,66.0/100,30min
Gdańsk,Park na Wroniej Górce,1.9,1/3,mixed,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Sień Gdańska,1.9,1/3,mixed,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Potok Oliwski,1.9,1/3,riverside,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Park Przymorze,1.9,1/3,mixed,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Strzyża,1.9,1/3,riverside,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Złota Brama,1.9,1/3,historical,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Skwer prof. Pawła Gałuszki,1.9,1/3,mixed,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Kanał Młynówka,1.9,1/3,riverside,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Ogród japoński,1.9,1/3,mixed,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Jaśkowy Zakątek,1.9,1/3,mixed,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Pozostałości muru zamku krzyżackiego,1.9,1/3,historical,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Strzelniczka,1.9,1/3,riverside,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Potok Siedlicki,1.9,1/3,riverside,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Migowska Struga,1.9,1/3,riverside,RODZINNA,96.4/100,65.7/100,28min
Gdańsk,Park poforteczny „Grodzisko”,1.8,1/3,mixed,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Warzywód II,1.8,1/3,riverside,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Potok Królewski,1.8,1/3,riverside,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Migowska Struga,1.8,1/3,riverside,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Potok Bernarda,1.8,1/3,riverside,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Motława,1.8,1/3,riverside,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Ruiny dawnej wieży widokowej,1.8,1/3,historical,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Potok Oliwski,1.8,1/3,riverside,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Roślinność ruderalna,1.8,1/3,mixed,RODZINNA,96.4/100,65.4/100,27min
Gdańsk,Kanał Raduni,1.7,1/3,riverside,RODZINNA,96.4/100,65.1/100,25min
Gdańsk,Skwer Czesława Niemena,1.7,1/3,mixed,RODZINNA,96.4/100,65.1/100,25min
Gdańsk,Strzyża,1.7,1/3,riverside,RODZINNA,96.4/100,65.1/100,25min
Gdańsk,Potok Królewski,1.7,1/3,riverside,RODZINNA,96.4/100,65.1/100,25min
Gdańsk,Cegielniana Struga,1.7,1/3,riverside,RODZINNA,96.4/100,65.1/100,25min
Gdańsk,Potok Siedlicki,1.7,1/3,riverside,RODZINNA,96.4/100,65.1/100,25min
Gdańsk,Ogród Biblijny,1.7,1/3,mixed,RODZINNA,96.4/100,65.1/100,25min
Gdańsk,Bastion Pośredni,1.7,1/3,historical,RODZINNA,96.4/100,65.1/100,25min
Gdańsk,Wielki Młyn,1.6,1/3,mixed,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Złota Kamienica,1.6,1/3,mixed,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Potok Maćkowy,1.6,1/3,riverside,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Kanał Raduni,1.6,1/3,riverside,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Strzyża,1.6,1/3,riverside,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Kanał Młynówka,1.6,1/3,riverside,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Park księdza kanonika Kazimierza Orkusza,1.6,1/3,mixed,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Baszta Browarna,1.6,1/3,historical,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Potok Czystej Wody,1.6,1/3,riverside,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Skwer Kwitnących Wiśni,1.6,1/3,mixed,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Potok Jaśkowy,1.6,1/3,riverside,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Redita Napoleońska,1.6,1/3,historical,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Potok Siedlicki,1.6,1/3,riverside,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Potok Jasień,1.6,1/3,riverside,RODZINNA,96.4/100,64.8/100,24min
Gdańsk,Park Jelitkowski,1.5,1/3,mixed,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Mleczny Piotr,1.5,1/3,historical,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Strzelniczka,1.5,1/3,riverside,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Park XXV-lecia Polski Rzeczypospolitej Ludowej,1.5,1/3,mixed,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Molo w Brzeźnie,1.5,1/3,mixed,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Potok Oruński,1.5,1/3,riverside,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Potok Oliwski,1.5,1/3,riverside,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Potok Prochowy,1.5,1/3,riverside,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Poterna - część dolna,1.5,1/3,mixed,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Bastion Vigilance,1.5,1/3,historical,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Rozwójka,1.5,1/3,riverside,RODZINNA,96.4/100,64.5/100,22min
Gdańsk,Kanał na Stępce,1.4,1/3,riverside,RODZINNA,96.4/100,64.2/100,21min
Gdańsk,Kanał Raduni,1.4,1/3,riverside,RODZINNA,96.4/100,64.2/100,21min
Gdańsk,Potok Oruński,1.4,1/3,riverside,RODZINNA,96.4/100,64.2/100,21min
Gdańsk,Wartownia nr 5,1.4,1/3,historical,RODZINNA,96.4/100,64.2/100,21min
Gdańsk,Młyn Prochowy,1.4,1/3,mixed,RODZINNA,96.4/100,64.2/100,21min
Gdańsk,Roślinność zaroślowa,1.4,1/3,mixed,RODZINNA,96.4/100,64.2/100,21min
Gdańsk,Opływ Motławy,1.4,1/3,riverside,RODZINNA,96.4/100,64.2/100,21min
Gdańsk,Źródliska Potoku Oliwskiego,1.4,1/3,mixed,RODZINNA,96.4/100,64.2/100,21min
Gdańsk,Park Millenium,1.3,1/3,mixed,RODZINNA,96.4/100,63.9/100,19min
Gdańsk,Park Generała Józefa Bema,1.3,1/3,mixed,RODZINNA,96.4/100,63.9/100,19min
Gdańsk,Potok Oliwski,1.3,1/3,riverside,RODZINNA,96.4/100,63.9/100,19min
Gdańsk,Kościół pw. Świętego Jana,1.3,1/3,historical,RODZINNA,96.4/100,63.9/100,19min
Gdańsk,Park im. Jana Pawła II,1.3,1/3,mixed,RODZINNA,96.4/100,63.9/100,19min
Gdańsk,Potok Jaśkowy,1.3,1/3,riverside,RODZINNA,96.4/100,63.9/100,19min
Gdańsk,Luneta Senarmont'a,1.3,1/3,historical,RODZINNA,96.4/100,63.9/100,19min
Gdańsk,Park Jordanowski,1.2,1/3,mixed,RODZINNA,96.4/100,63.6/100,18min
Gdańsk,Nabrzeże Oliwskie,1.2,1/3,mixed,RODZINNA,96.4/100,63.6/100,18min
Gdańsk,Potok Jasień,1.2,1/3,riverside,RODZINNA,96.4/100,63.6/100,18min
Gdańsk,Plaża Stogi,1.2,1/3,mixed,RODZINNA,96.4/100,63.6/100,18min
Gdańsk,Motława,1.1,1/3,riverside,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Potok Jasień,1.1,1/3,riverside,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Potok Królewski,1.1,1/3,riverside,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Potok Czystej Wody,1.1,1/3,riverside,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Sanktuarium Matki Bożej Brzemiennej w Gdańsku Matemblewie,1.1,1/3,mixed,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Potok Oliwski,1.1,1/3,riverside,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Strzyża,1.1,1/3,riverside,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Skwer Joachima Gudela,1.1,1/3,mixed,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Potok Matarnicki,1.1,1/3,riverside,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Przekop Wisły,1.1,1/3,riverside,RODZINNA,96.4/100,63.3/100,16min
Gdańsk,Wisła,1.047,1/3,riverside,RODZINNA,96.4/100,63.14/100,15min
Gdańsk,Park Westerplatte,1.0,1/3,mixed,RODZINNA,96.4/100,63.0/100,15min
Gdańsk,"Zbiornik wody ""Wysoki Dwór""",1.0,1/3,mixed,RODZINNA,96.4/100,63.0/100,15min
Gdańsk,Potok Jaśkowy,1.0,1/3,riverside,RODZINNA,96.4/100,63.0/100,15min
Gdańsk,"Stanowisko obserwacyjne ""Szybowcowa""",1.0,1/3,mixed,RODZINNA,96.4/100,63.0/100,15min
Gdańsk,Potok Siedlecki,1.0,1/3,riverside,RODZINNA,96.4/100,63.0/100,15min
Gdańsk,Park im. Steffensów,1.0,1/3,mixed,RODZINNA,96.4/100,63.0/100,15min
Gdańsk,Baszta Kotwiczników,0.9,1/3,historical,RODZINNA,96.4/100,62.7/100,13min
Gdańsk,Park im. Św. Barbary,0.9,1/3,mixed,RODZINNA,96.4/100,62.7/100,13min
Gdańsk,Skwer Lucyny Legut,0.9,1/3,mixed,RODZINNA,96.4/100,62.7/100,13min
Gdańsk,Park nad Strzyżą,0.8,1/3,mixed,RODZINNA,96.4/100,62.4/100,12min
Gdańsk,Skwer im. Ignacego Wilczewskiego,0.8,1/3,mixed,RODZINNA,96.4/100,62.4/100,12min
Gdańsk,Wieża Więzienna,0.8,1/3,historical,RODZINNA,96.4/100,62.4/100,12min
Gdańsk,Park Dragana,0.8,1/3,mixed,RODZINNA,96.4/100,62.4/100,12min
Gdańsk,Schron stanowiska dowodzenia,0.8,1/3,mixed,RODZINNA,96.4/100,62.4/100,12min
Gdańsk,Łącznik Fioletowy TPK,0.8,1/3,mixed,RODZINNA,96.4/100,62.4/100,12min
Gdańsk,Skwer im. Krzysztofa Kolbergera,0.7,1/3,mixed,RODZINNA,96.4/100,62.1/100,10min
Gdańsk,Niskie Czoło Kurkowe,0.7,1/3,historical,RODZINNA,96.4/100,62.1/100,10min
Gdańsk,"Stanowisko obserwacyjne ""Bysewo""",0.7,1/3,mixed,RODZINNA,96.4/100,62.1/100,10min
Gdańsk,Dwór Bractwa św. Jerzego,0.5,1/3,historical,RODZINNA,96.4/100,61.5/100,7min
Gdańsk,AmberSky Gdańsk - Koło Widokowe,0.5,1/3,mixed,RODZINNA,96.4/100,61.5/100,7min
Gdańsk,Baszta Wielka Stągiewna,0.4,1/3,historical,RODZINNA,96.4/100,61.2/100,6min
Gdańsk,Luneta Delzous,0.4,1/3,historical,RODZINNA,96.4/100,61.2/100,6min
Gdańsk,Szlak Wzgórz Szymbarskich,0.126,1/3,mixed,RODZINNA,96.4/100,60.38/100,1min
